LAMMPS data file from restart file: timestep = 10000000, procs = 4

1425 atoms

3 atom types

-1.4729611651171382e+01 1.4729611651171382e+01 xlo xhi
-1.4729611651171382e+01 1.4729611651171382e+01 ylo yhi
-1.4729611651171382e+01 1.4729611651171382e+01 zlo zhi

Masses

1 91.22
2 63.55
3 26.98

Atoms

189 1 -1.2163954758446296e+01 -1.2465093291219471e+01 -1.1064456866800020e+01 0 0 0
787 2 -1.3214154921853849e+01 -1.4157781661076305e+01 -1.3107394857564142e+01 0 0 0
864 2 -1.0677299951630051e+01 -1.2277652710974065e+01 -1.3724119096988222e+01 0 0 0
1425 3 -1.3038135671284181e+01 -1.1774751478718461e+01 -1.3843745117520827e+01 0 0 0
608 1 -9.9251597793045754e+00 -1.4302300022794983e+01 -9.8662004826924790e+00 0 1 0
1143 2 -9.7889580567205936e+00 -1.0983211514163353e+01 -1.0887118801625139e+01 0 0 0
263 1 -8.1704606969206228e+00 -1.2550684406354499e+01 -1.2347830939032216e+01 0 0 0
1199 2 -5.6828096288743577e+00 -1.2039683280985759e+01 -1.1040212246268583e+01 0 0 0
1289 2 -7.1787215256375205e+00 -1.4281308999293838e+01 -1.0455760261001631e+01 0 0 0
589 1 -5.7024577161826944e+00 -1.0466956944112255e+01 -1.3582902171375487e+01 0 0 0
1311 2 -6.6906102020017997e+00 -1.2993021455481250e+01 -1.4663525304663800e+01 0 0 1
315 1 -4.9841742029675622e+00 -1.4307589809755003e+01 -1.2633746784700961e+01 0 0 0
747 2 -1.5434625333933329e+00 -1.2917350097546780e+01 -1.3687030408687921e+01 0 0 0
789 2 -3.2528709289545983e+00 -1.2318368413073324e+01 -1.1997525835200657e+01 0 0 0
931 2 -1.0949054924251733e+00 -1.1109229565836683e+01 -1.1452573105824804e+01 0 0 0
62 1 -2.4520698686943074e+00 -1.0006948729981584e+01 -1.3574618318679061e+01 0 0 0
891 2 -4.1042363952135918e+00 -1.0124964932105856e+01 -1.1302412747890278e+01 0 0 0
1248 2 -3.3637496456433382e+00 -1.4157625928599639e+01 -1.0122508789785027e+01 0 0 0
704 1 -6.5120218007199249e-01 -1.3487218905488263e+01 -1.0135612402310581e+01 0 0 0
1025 2 3.2025968779821312e-01 -1.1507091945052498e+01 -1.3414108124704253e+01 0 0 0
325 1 1.9670831034823095e+00 -1.1785370757535244e+01 -1.1198142452073778e+01 0 0 0
928 2 2.6344539152672972e+00 -1.0731350841419378e+01 -1.3856544540402114e+01 0 0 0
935 2 2.9879015296497400e+00 -1.3141696544228584e+01 -1.3558465018680307e+01 0 0 0
967 2 1.0629961691592076e+00 -1.4024576919377562e+01 -1.2342672368621443e+01 0 0 0
1362 3 4.2073984549963868e+00 -1.3732357911264492e+01 -1.1362016774231266e+01 0 0 0
378 1 5.2370507458657194e+00 -1.1325649608012508e+01 -1.2703251218572174e+01 0 0 0
706 1 8.1809819590751403e+00 -1.3107253087201043e+01 -1.3246278690725015e+01 0 0 0
1188 2 5.3817369822345675e+00 -1.4066722074737118e+01 -1.3596901268411040e+01 0 0 0
1243 2 9.5774558185654506e+00 -1.1747193751012318e+01 -1.0763026958280495e+01 0 0 0
1305 2 7.8010020237496782e+00 -1.0023905702377956e+01 -1.1589727434154462e+01 0 0 0
1389 3 7.1154277416972356e+00 -1.2222268526593735e+01 -1.0593515172158892e+01 0 0 0
1220 2 6.6006082361523610e+00 -1.4555066368453650e+01 -1.1252751332231551e+01 0 0 0
1228 2 9.7496406060449203e+00 -1.0899905566164652e+01 -1.3044113910690399e+01 0 0 0
109 1 9.3225611321236244e+00 -1.4619635906128851e+01 -1.0643217301844359e+01 0 1 0
1226 2 1.4602013886952570e+01 -1.1872302349917344e+01 -1.2152498727188854e+01 0 0 0
146 1 1.1827929111681460e+01 -1.2901194033910565e+01 -1.1694949762261588e+01 0 0 0
233 1 1.2356186173850226e+01 -1.0248999765051501e+01 -1.2536773606992426e+01 0 0 0
433 1 1.3769551156890348e+01 -1.3862918562761894e+01 -1.4005963914025202e+01 0 0 0
358 1 1.4508972053939313e+01 -1.3859329846632310e+01 -1.0403236587135746e+01 -1 1 0
1273 2 1.3709861733377160e+01 -1.0284335908968552e+01 -1.0286584952293378e+01 0 0 0
1399 3 -1.1816589428497654e+01 -9.8800023268317361e+00 -1.0025227924859923e+01 0 0 0
464 1 -1.4083136704216686e+01 -9.2370182102701044e+00 -1.2397468642914969e+01 0 0 0
482 1 -1.2188826799991196e+01 -7.1616016061462213e+00 -1.1405329806181939e+01 0 0 0
509 1 -1.3055939101046189e+01 -6.7644464858619360e+00 -1.4550622178314022e+01 0 0 0
610 1 -1.1064775535982090e+01 -9.6548971689244159e+00 -1.3114441117140796e+01 0 0 0
542 1 -9.8909997151709028e+00 -6.7543486385654194e+00 -1.3295501901213044e+01 0 0 0
186 1 -1.3792690116597413e+01 -5.0833208237362335e+00 -9.9484696520471569e+00 0 0 0
1071 2 -1.4605630738972323e+01 -6.3432870350770347e+00 -1.2342815132674554e+01 1 0 0
991 2 -8.2813778488622916e+00 -9.5748222273949342e+00 -1.2686589813157852e+01 0 0 0
282 1 -5.6972323369047668e+00 -5.3895841015892518e+00 -1.4054997790382187e+01 0 0 0
402 1 -6.7623870440950382e+00 -9.1734491567269423e+00 -1.0454402404542419e+01 0 0 0
1076 2 -7.3651910054545233e+00 -7.0588258175699998e+00 -1.2153834001944713e+01 0 0 0
1382 3 -9.5150850221707231e+00 -8.4079771076923180e+00 -1.0826451653857401e+01 0 0 0
73 1 -9.2484128221772473e+00 -5.6445228687403581e+00 -1.0332936733492829e+01 0 0 0
295 1 -4.5931784177994022e+00 -7.5549166284048566e+00 -1.2106356745030673e+01 0 0 0
428 1 -1.6694089621326267e+00 -7.1073161693342932e+00 -1.2958010138487412e+01 0 0 0
1018 2 -2.0007203051009288e+00 -8.8725459763154717e+00 -1.0734627312381345e+01 0 0 0
1087 2 -1.0439894609471096e+00 -5.2731007007162916e+00 -1.1165021213558019e+01 0 0 0
52 1 7.0381899513225044e-01 -9.0416704254278706e+00 -1.2166795932757520e+01 0 0 0
151 1 3.2350234881717874e+00 -6.9774674133933345e+00 -1.0580699385592355e+01 0 0 0
235 1 3.1141197670222098e+00 -7.9866036582930020e+00 -1.3907963026081255e+01 0 0 0
870 2 9.7491134907371269e-01 -6.3042262268159703e+00 -1.2243436674710068e+01 0 0 0
1304 2 3.4853442912601338e+00 -9.5637621860270912e+00 -1.1451982703860153e+01 0 0 0
486 1 3.0776657983942250e+00 -5.0517943339158258e+00 -1.3198544738990700e+01 0 0 0
491 1 7.4980287888763435e+00 -9.7694164140539641e+00 -1.4269046652863013e+01 0 0 1
257 1 5.6644368209308169e+00 -7.9754979790203775e+00 -1.2440778500911028e+01 0 0 0
329 1 8.1409631325172178e+00 -6.8034969199567890e+00 -1.3493645631933823e+01 0 0 0
385 1 8.3336286233802248e+00 -7.5417308898632287e+00 -1.0455440694616474e+01 0 0 0
1374 3 5.5649731264184972e+00 -5.1498784821021726e+00 -1.1501539476738191e+01 0 0 0
1315 2 1.0033450105304667e+01 -8.4867732534248859e+00 -1.2643400269727792e+01 0 0 0
169 1 1.0917720811589216e+01 -9.4104057231662974e+00 -1.0082828822420204e+01 0 0 0
582 1 1.0895878955449490e+01 -6.3064329685598874e+00 -1.1023794577711607e+01 0 0 0
583 1 1.2663317871713467e+01 -7.4306573227880479e+00 -1.3193740942077905e+01 0 0 0
681 1 1.3478851144108450e+01 -7.4020499432175155e+00 -1.0136607415278505e+01 0 0 0
698 1 1.0501029733446060e+01 -4.9773520777585247e+00 -1.3629046775821395e+01 0 0 0
102 1 -1.1412606590177933e+01 -4.0897946017045825e+00 -1.1733693095263501e+01 0 0 0
446 1 -1.2461072039971834e+01 -1.7693812794601360e+00 -1.3853380654328713e+01 0 0 0
768 2 -1.3787651071046072e+01 -2.4405065953548952e+00 -1.1486066284153853e+01 0 0 0
854 2 -1.3727914209601913e+01 -4.3309303206313494e+00 -1.3236331580123169e+01 0 0 0
1320 2 -1.1291105643143474e+01 -4.4677315959151649e+00 -1.4351669217669636e+01 0 0 0
53 1 -1.1225757144036663e+01 -5.6802683664826148e-01 -1.1386533774066622e+01 0 0 0
80 1 -5.8815431081192315e+00 -2.2748758467390733e+00 -1.3578124989411419e+01 0 0 0
362 1 -7.5983439659166176e+00 -4.2895809456366827e+00 -1.1995652576292180e+01 0 0 0
501 1 -9.2892135514023781e+00 -2.3518993886366300e+00 -1.3150090876654421e+01 0 0 0
1392 3 -5.5094197672382172e+00 -2.7024326574511974e+00 -1.0739217417197889e+01 0 0 0
601 1 -7.7971587865623082e+00 -8.7805745640099175e-01 -1.0780741521554189e+01 0 0 0
271 1 -2.9092988192651124e+00 -2.4413380007394068e+00 -1.4552286050307378e+01 0 0 0
525 1 -8.1096687660750888e-01 -8.2245517407069180e-01 -1.2999593063381214e+01 0 0 0
616 1 -3.5525283055694317e+00 -4.4981953537182289e+00 -1.2078728320497632e+01 0 0 0
1233 2 -9.2168549526198085e-01 -2.7857403920038610e+00 -1.1022866466015209e+01 0 0 0
1319 2 -3.2778942181339357e+00 -1.8514891497650492e+00 -1.1794912158704065e+01 0 0 0
96 1 -3.5568019886574653e-01 -3.9887598031197964e+00 -1.3551359108115498e+01 0 0 0
424 1 -1.6405983121609005e+00 -2.0589348801229157e-01 -1.0122454883957634e+01 0 0 0
24 1 1.4186838321861437e+00 -4.2663723241901526e+00 -1.0218674522897913e+01 0 0 0
555 1 1.4531942412110972e+00 -7.6344886141433754e-01 -1.0423372174308142e+01 0 0 0
652 1 3.9093691990752362e+00 -2.8308714614122010e+00 -1.1143116516090707e+01 0 0 0
733 2 4.0515216259204614e+00 -2.6702001712366084e+00 -1.3988523085786801e+01 0 0 0
894 2 1.6780157947730245e+00 -2.4397706940065085e+00 -1.2686337033399790e+01 0 0 0
1417 3 1.5725314640654844e+00 -7.8396802481262462e-01 -1.4572517133202501e+01 0 0 0
18 1 3.7792637417616213e+00 -1.9942292381761106e-01 -1.2869288045436736e+01 0 0 0
710 1 4.8909864704342958e+00 -2.3328535884322577e-01 -9.9758244943483945e+00 0 0 0
27 1 6.0917752474388891e+00 -4.6928344811316691e+00 -1.4307612767580570e+01 0 0 0
613 1 8.2214826004238937e+00 -4.4485562242042072e+00 -1.1450816577442694e+01 0 0 0
1028 2 6.2923894589455358e+00 -2.5327369569415605e+00 -1.2411994227679905e+01 0 0 0
1302 2 8.4916139774113724e+00 -1.5473491770856196e+00 -1.1358614452183581e+01 0 0 0
241 1 8.6134494454638251e+00 -2.6400991636990998e+00 -1.4091387063452364e+01 0 0 1
807 2 6.1005742218672268e+00 -1.5284714235429213e+00 -1.4683682254768282e+01 0 0 1
502 1 1.3150430215965976e+01 -4.2349977078509831e+00 -1.1641986512514062e+01 0 0 0
752 2 1.4264491049564406e+01 -2.4332082545400020e+00 -1.3636844332750377e+01 0 0 0
1127 2 1.2785307560982897e+01 -1.4358569694141519e+00 -1.1635711377330427e+01 0 0 0
1249 2 1.1670675078070516e+01 -2.4450184600222471e+00 -1.3860331474031547e+01 0 0 0
1401 3 1.0592992138299291e+01 -2.7935009492062779e+00 -1.1583270899857869e+01 0 0 0
1128 2 1.2903261000021832e+01 -3.5694448905470111e-01 -1.3840179851266672e+01 0 0 0
843 2 1.0668218252072933e+01 -3.5341687000972577e-01 -1.0650337819531650e+01 0 0 0
292 1 -1.2583795231925896e+01 -1.4498414403624231e+01 -8.2449993661809433e+00 0 1 0
38 1 -1.0808519485387272e+01 -1.1913882266548493e+01 -7.9302490823275829e+00 0 0 0
240 1 -1.3443700978004134e+01 -1.2406128351392045e+01 -5.7071157095429932e+00 0 0 0
356 1 -1.4030594178442838e+01 -1.1488518557643818e+01 -8.5588809090665912e+00 0 0 0
306 1 -1.0535767866523077e+01 -1.3927477649119359e+01 -5.5478797569996452e+00 0 0 0
766 2 -9.6875234562214008e+00 -1.0144639304230967e+01 -6.0415393839605755e+00 0 0 0
594 1 -7.8951570691810948e+00 -1.1778687389458822e+01 -9.1676754446824980e+00 0 0 0
379 1 -8.1315800920240839e+00 -1.3867115859378030e+01 -7.3745383646313840e+00 0 0 0
907 2 -5.3929674080155721e+00 -1.0792735558420160e+01 -8.7859661898388239e+00 0 0 0
1337 2 -5.4181808051080669e+00 -1.3339149293654241e+01 -8.8756707538406765e+00 0 0 0
349 1 -5.5861166765338321e+00 -1.2317908756268629e+01 -6.3455082181890621e+00 0 0 0
175 1 -1.3726318574462208e+00 -1.1305249076836741e+01 -6.5672099431136424e+00 0 0 0
